BASK,BBID,BTC_Before,BTC_imbalance,BuyVol,BuyVolBTC,DateTime,Imbalance,SellVol,SellVolBTC,VWAP_before,mid_px,mid_px_0.95,mid_px_0.99,mid_px_0.9925,mid_px_0.995,mid_px_0.996,mid_px_0.997,mid_px_0.998,mid_px_0.999,mid_px_1.001,mid_px_1.002,mid_px_1.003,mid_px_1.004,mid_px_1.005,mid_px_1.0075,mid_px_1.01,mid_px_1.05,mid_px_amt_0.95,mid_px_amt_0.99,mid_px_amt_0.9925,mid_px_amt_0.995,mid_px_amt_0.996,mid_px_amt_0.997,mid_px_amt_0.998,mid_px_amt_0.999,mid_px_amt_1.001,mid_px_amt_1.002,mid_px_amt_1.003,mid_px_amt_1.004,mid_px_amt_1.005,mid_px_amt_1.0075,mid_px_amt_1.01,mid_px_amt_1.05,target
249.28,249.19,8020.187236674384,-0.016236611002796934,435.35243000000014,435.35243000000014,2019-06-03 22:48:10.497350,0.008634059551340272,724.51291,724.51291,249.12882998315806,249.235,,247.20928571428573,247.68103448275863,248.08714285714282,248.3792307692308,248.63111111111104,248.8590909090909,249.08800000000002,249.36400000000003,249.60250000000002,249.853,250.07799999999997,250.35099999999997,250.77482758620692,251.39913043478262,,0.0,187.89229,317.8346400000001,68.28831000000001,120.58272000000001,29.120919999999998,54.061870000000006,120.76957,83.40073000000001,48.604569999999995,88.73329000000001,398.47991,14.035699999999999,424.9538900000002,187.73602,0.0,0
249.31,249.27,8021.429012521719,0.9101442427720687,439.7859200000001,439.7859200000001,2019-06-03 22:48:21.363087,-0.06831496534225716,712.2090599999999,712.2090599999999,249.27533340146513,249.29000000000002,,247.25,247.76387096774192,248.16090909090914,248.42461538461538,248.673,248.92727272727276,249.16250000000002,249.4455555555556,249.63545454545456,249.93,250.152,250.41272727272732,250.83076923076925,251.42130434782612,,0.0,187.48446,358.15653000000003,64.06641,93.81011,80.09057999999999,49.520979999999994,73.2679,76.26398999999999,87.25207999999999,74.50566,90.97994999999999,186.89353999999997,250.96271000000002,183.82540000000003,0.0,0
249.41,249.29,8026.775622115928,0.25772299124152837,460.44581999999997,460.44581999999997,2019-06-03 22:48:52.612532,-0.17035175508569986,733.0577600000003,733.0577600000003,249.26941949031922,249.35,,247.252,247.8090322580645,248.2111111111111,248.4527272727273,248.718,248.98454545454544,249.19,249.51125,249.69454545454548,249.99454545454546,250.24499999999998,250.47500000000002,250.8924,251.46217391304347,,0.0,189.55115,365.59306000000004,56.15567,86.12678,73.03584,44.16301,72.55695,76.20016,77.44362000000001,167.93817,35.15169,484.21004000000005,237.82999,160.86704000000006,0.0,0
249.69,249.6,8030.150893362123,0.25567916948197916,406.3618399999997,406.3618399999997,2019-06-03 22:53:53.556251,0.04804207441564637,429.76790999999986,429.76790999999986,249.62176028167696,249.64499999999998,,247.56705882352938,248.0755172413793,248.52555555555557,248.80272727272725,249.01999999999998,249.26666666666665,249.5007692307692,249.78555555555553,249.97500000000005,250.28153846153845,250.52,250.77923076923076,251.19653846153852,251.65466666666669,,0.0,236.57008000000002,303.25915,14.66625,54.67452,72.12665000000001,75.74565,92.63255000000001,135.26319,138.303,92.59839999999998,218.80293999999998,104.74552000000001,373.23314000000005,91.78931,0.0,1
249.64,249.6,8037.457983396237,0.25966827375236146,415.0053700000001,415.0053700000001,2019-06-03 22:58:54.503440,0.13019667865883183,432.31463,432.31463,249.521707359173,249.62,,247.55222222222216,248.05592592592598,248.48100000000005,248.75833333333333,248.993,249.28181818181818,249.47916666666666,249.76538461538465,249.98384615384617,250.2514285714286,250.48846153846156,250.74909090909094,251.1739285714286,251.56624999999997,,0.0,257.4433000000001,124.97586,67.13839999999999,282.42148,77.48631,68.74003,116.24498000000003,105.71664,122.23903999999999,114.42824,331.11039,196.95869000000002,372.9474000000001,7.165249999999999,0.0,1
249.39,249.36,8034.905861372024,0.872243698646237,498.5384799999996,498.5384799999996,2019-06-03 23:03:55.405341,0.3367100267154792,342.56612000000007,342.56612000000007,249.32573155376096,249.375,,247.35333333333335,247.78888888888892,248.23363636363638,248.49142857142854,248.74272727272728,248.99333333333334,249.23499999999999,249.52599999999998,249.7211111111111,249.99899999999997,250.256,250.51333333333332,250.90607142857147,251.38071428571428,,0.0,5.21718,413.74369,48.45288,232.94155,82.70320999999998,65.60951,110.30035000000001,163.25515000000001,323.70799000000005,126.52505000000002,85.60363000000001,49.03446999999999,764.8683100000001,70.57199,0.0,1
261.61,261.53,8570.462966125951,-0.3989080353342123,244.38614999999996,244.38614999999996,2019-06-03 15:05:13.825738,0.21552117833529444,238.89101,238.89101,261.5642016991086,261.57,,259.30350000000004,259.95,260.3790909090909,260.6454545454546,260.93083333333334,261.1940000000001,261.4176923076924,261.7081818181818,261.95750000000004,262.22166666666675,262.47117647058826,262.73,263.0045,,,0.0,322.34073,354.35916999999995,15.35751,116.37192,82.66569,17.66369,103.4232,59.2769,1125.60494,62.48685,546.0185100000001,74.21027,230.41922000000002,0.0,0.0,0
261.8,261.69,8565.322604470904,-0.5042081317147873,385.8461499999999,385.8461499999999,2019-06-03 15:10:15.113164,-0.4332669837336423,294.9183799999998,294.9183799999998,261.69212111511484,261.745,,259.6709090909091,260.1633333333333,260.57166666666666,260.84000000000003,261.0769230769231,261.36142857142863,261.5849999999999,261.922,262.13,262.4011764705881,262.67437499999994,262.94,263.2195454545454,,,0.0,47.38898,406.13340999999986,59.915890000000005,99.94886,65.62396,67.42961,80.50287000000002,592.25006,572.2651999999998,492.94732999999997,107.40246,277.9591,187.8435,0.0,0.0,-1
261.43,261.31,8553.741937805282,-0.6972436847479943,417.91526000000016,417.91526000000016,2019-06-03 15:15:16.034130,-0.11681991673759047,303.17585,303.17585,261.3773683645719,261.37,,259.22545454545457,259.7238461538462,260.1828571428572,260.44823529411764,260.665,260.98272727272735,261.23454545454547,261.53200000000004,261.76727272727265,262.0255555555556,262.2847368421053,262.55615384615385,262.9044827586207,,,0.0,3.4123699999999997,401.63162000000017,108.91933,83.44496,67.48431,33.82936,78.51953999999998,88.56218,103.95314999999998,1057.70215,184.36321000000004,452.27239000000003,393.76916000000006,0.0,0.0,0
261.36,261.32,8568.527389566103,-0.8809867114984599,358.29535,358.29535,2019-06-03 15:20:18.507438,-0.4313174220850495,345.29465999999985,345.29465999999985,261.41771039826403,261.34000000000003,,259.1505882352941,259.7295652173914,260.1625,260.416,260.66444444444437,260.96133333333336,261.19444444444446,261.47,261.73400000000004,262.00647058823535,262.25894736842105,262.52000000000004,262.8472,,,0.0,293.9462,246.13935000000004,211.17475,123.2895,59.65125,74.52034,65.70398,123.72263,64.48964000000001,1065.1081599999998,99.27003,481.98142999999993,231.24176,0.0,0.0,0
260.97,260.84,8556.482069818012,-0.6706103716864005,293.19371999999987,293.19371999999987,2019-06-03 15:25:20.880372,0.13391958777661964,485.0063900000002,485.0063900000002,260.89559536220946,260.905,,258.905,259.2932,259.7308333333333,260.011875,260.26384615384615,260.525,260.73100000000005,261.04833333333335,261.25666666666666,261.54,261.83,262.083125,262.51444444444445,262.9328571428572,,0.0,2.35862,607.7875600000001,32.29367,255.33874000000003,34.24181,61.41584,55.55765000000001,70.6806,50.72813,71.69957000000002,404.62609,1120.04458,605.4515200000002,21.18197,0.0,0
